relative_path,size_bytes,sha256,category,purpose,media_type
full_archive/current_synthesis/unified_source_package/figures/fig7_evidence_ladder.png,99079,cf1112d4444d1b10115fb166bcd56c719d32491a177afe74353884d49a3fc7a3,current_synthesis,原始研究或支持材料,image/png
full_archive/current_synthesis/unified_source_package/main.md,55720,dd21711e325de293fa5197e97e8c9dd40b1d6167fb766e6f03d58823874cf3bd,current_synthesis,原始研究或支持材料,text/markdown
full_archive/current_synthesis/unified_source_package/references.bib,10382,7c16d11688e54c85b13d8562b8f47c96b5e0dcd9522f4c22363cb4955d691b5a,current_synthesis,原始研究或支持材料,text/x-bibtex
full_archive/current_synthesis/unified_source_package/通爻_A2A_统一论文_从主权世界到共同现实.docx,1299122,ca7a4e5a7f1d6e59d5b4206c7ff9a8c9a5b21f3205f93ade532fa954b3e17edb,current_synthesis,当前压缩统一论文、源稿、图与账本,application/vnd.openxmlformats-officedocument.wordprocessingml.document
full_archive/current_synthesis/unified_source_package/通爻_A2A_统一论文_从主权世界到共同现实.pdf,1724843,48880b515f120adbf45284fb0d40a98a9748e737003da3f7276aaad371fd3287,current_synthesis,当前压缩统一论文、源稿、图与账本,application/pdf
full_archive/extracted_sources/Flowness-Harness-Cognitive-Engineering-v0.1(1)/Flowness-Harness-Cognitive-Engineering-v0.1/00-导航与使用说明.md,4654,c1b032cdbce4e881f3cc294e970f3d88752db151a64d8be371505f84d3747b98,extracted_source,Harness 认知工程、上下文编译、执行与证据闭环,text/markdown
full_archive/extracted_sources/Flowness-Harness-Cognitive-Engineering-v0.1(1)/Flowness-Harness-Cognitive-Engineering-v0.1/01-Harness认知工程总纲.md,7137,c63c80dc4ef11b34977d69644199d49b5d810bb1a3a57c617ce6a933e1921cd8,extracted_source,Harness 认知工程、上下文编译、执行与证据闭环,text/markdown
full_archive/extracted_sources/Flowness-Harness-Cognitive-Engineering-v0.1(1)/Flowness-Harness-Cognitive-Engineering-v0.1/02-问题建模与采访系统规范.md,5510,785a235742c778d23c6ca2db5406c50d76e8b62d886456da58e4fece7640a489,extracted_source,Harness 认知工程、上下文编译、执行与证据闭环,text/markdown
full_archive/extracted_sources/Flowness-Harness-Cognitive-Engineering-v0.1(1)/Flowness-Harness-Cognitive-Engineering-v0.1/03-设计系统规范.md,7398,e79b60f3797b4797cf934c0e25261d6dceccb7b1704f98bc625f863c6dcf3540,extracted_source,Harness 认知工程、上下文编译、执行与证据闭环,text/markdown
full_archive/extracted_sources/Flowness-Harness-Cognitive-Engineering-v0.1(1)/Flowness-Harness-Cognitive-Engineering-v0.1/04-工程方案系统规范.md,5591,c5350b61dad13f7ca17c7689b70329b9cacc39863995ec7ce60b36398dce0929,extracted_source,Harness 认知工程、上下文编译、执行与证据闭环,text/markdown
