instance,method,seed_per_agent,feasible,objective_ratio,proposed_objective_ratio,max_violation,disclosed_constraints,rounds
203,full_disclosure,18,True,1.0,1.0,4.440892098500626e-16,90,1
204,static_1,1,False,,2.0636178313692035,0.9572234335712732,5,1
204,adaptive_1,1,True,0.9999999999999992,0.9999999999999992,9.992007221626409e-16,27,6
204,static_2,2,False,,1.2805236723502278,0.31925913826405594,10,1
204,adaptive_2,2,True,0.9999999999999992,0.9999999999999992,1.3322676295501878e-15,23,5
204,static_4,4,False,,1.2721234052939545,0.337854169967966,20,1
204,adaptive_4,4,True,0.9999999999999992,0.9999999999999992,4.440892098500626e-16,37,5
204,static_8,8,False,,1.2150064309532382,0.3122313810373346,40,1
204,adaptive_8,8,True,0.999999999999999,0.999999999999999,2.220446049250313e-16,48,5
204,full_disclosure,18,True,1.0,1.0,1.4432899320127035e-15,90,1
205,static_1,1,False,,1.6811454719655508,0.7513941188422175,5,1
205,adaptive_1,1,True,1.0000000000000007,1.0000000000000007,1.5543122344752192e-15,23,6
205,static_2,2,False,,1.2439251528601738,0.5249582362639365,10,1
205,adaptive_2,2,True,1.0000000000000002,1.0000000000000002,4.440892098500626e-16,26,5
205,static_4,4,False,,1.0804260280494522,0.16463468065323383,20,1
205,adaptive_4,4,True,1.0000000000000004,1.0000000000000004,3.3306690738754696e-16,26,3
205,static_8,8,False,,1.057364073446095,0.09780270410733538,40,1
205,adaptive_8,8,True,1.0000000000000007,1.0000000000000007,8.881784197001252e-16,50,4
205,full_disclosure,18,True,1.0,1.0,4.440892098500626e-16,90,1
