instance,method,feasible,cost_ratio,disclosed_modes,rounds
160,price_guided_oracle,True,1.0,55,4
160,full_private_disclosure,True,1.0,79,1
161,public_profile_search,False,,24,1
161,random_20pct_disclosure,True,2.4266737031337002,34,1
161,price_guided_oracle,True,1.0,48,3
161,full_private_disclosure,True,1.0,75,1
162,public_profile_search,False,,24,1
162,random_20pct_disclosure,True,1.9605608923975857,34,1
162,price_guided_oracle,True,1.0,48,3
162,full_private_disclosure,True,1.0,77,1
163,public_profile_search,True,2.4953436212642353,24,1
163,random_20pct_disclosure,True,1.7075416534243784,33,1
163,price_guided_oracle,True,1.0,54,5
163,full_private_disclosure,True,1.0,70,1
164,public_profile_search,False,,24,1
164,random_20pct_disclosure,True,1.179766318475978,34,1
164,price_guided_oracle,True,1.0000000000000004,49,4
164,full_private_disclosure,True,1.0,78,1
165,public_profile_search,False,,24,1
165,random_20pct_disclosure,True,1.7887861043210838,34,1
165,price_guided_oracle,True,1.0,52,4
165,full_private_disclosure,True,1.0,77,1
166,public_profile_search,False,,24,1
166,random_20pct_disclosure,True,1.1280775571237367,33,1
166,price_guided_oracle,True,1.0,54,3
166,full_private_disclosure,True,1.0,73,1
167,public_profile_search,False,,24,1
167,random_20pct_disclosure,True,1.5313005372764774,33,1
167,price_guided_oracle,True,0.9999999999999999,52,5
167,full_private_disclosure,True,1.0,71,1
168,public_profile_search,False,,24,1
168,random_20pct_disclosure,True,1.713585385938876,34,1
168,price_guided_oracle,True,1.0,59,5
168,full_private_disclosure,True,1.0,78,1
169,public_profile_search,False,,24,1
169,random_20pct_disclosure,True,2.095405831984263,34,1
169,price_guided_oracle,True,1.0,55,3
169,full_private_disclosure,True,1.0,77,1
170,public_profile_search,False,,24,1
170,random_20pct_disclosure,True,1.8805061235211935,32,1
170,price_guided_oracle,True,1.0000000000000002,55,4
170,full_private_disclosure,True,1.0,67,1
171,public_profile_search,False,,24,1
171,random_20pct_disclosure,True,1.6224570626011467,34,1
171,price_guided_oracle,True,0.9999999999999998,51,3
171,full_private_disclosure,True,1.0,75,1
172,public_profile_search,False,,24,1
172,random_20pct_disclosure,True,1.5782763841586003,34,1
172,price_guided_oracle,True,1.0,52,3
172,full_private_disclosure,True,1.0,75,1
173,public_profile_search,False,,24,1
173,random_20pct_disclosure,False,,35,1
173,price_guided_oracle,True,1.0,57,4
173,full_private_disclosure,True,1.0,80,1
174,public_profile_search,False,,24,1
174,random_20pct_disclosure,True,1.559794961723282,35,1
174,price_guided_oracle,True,1.0,51,3
174,full_private_disclosure,True,1.0,81,1
175,public_profile_search,False,,24,1
175,random_20pct_disclosure,True,2.3274564885663853,34,1
175,price_guided_oracle,True,1.0,54,5
175,full_private_disclosure,True,1.0,77,1
176,public_profile_search,False,,24,1
176,random_20pct_disclosure,True,1.4247423335547793,35,1
176,price_guided_oracle,True,1.0,55,4
176,full_private_disclosure,True,1.0,79,1
177,public_profile_search,False,,24,1
177,random_20pct_disclosure,True,1.2842814880201898,32,1
177,price_guided_oracle,True,1.0,51,3
177,full_private_disclosure,True,1.0,64,1
178,public_profile_search,False,,24,1
178,random_20pct_disclosure,True,1.8087825630869194,33,1
178,price_guided_oracle,True,1.0,53,4
178,full_private_disclosure,True,1.0,72,1
179,public_profile_search,False,,24,1
179,random_20pct_disclosure,False,,34,1
179,price_guided_oracle,True,1.0,48,2
179,full_private_disclosure,True,1.0,75,1
180,public_profile_search,False,,24,1
180,random_20pct_disclosure,True,2.0237200579450647,35,1
180,price_guided_oracle,True,1.0000000000000002,56,3
180,full_private_disclosure,True,1.0,79,1
181,public_profile_search,False,,24,1
181,random_20pct_disclosure,True,1.6193340723380487,34,1
181,price_guided_oracle,True,1.0,53,4
181,full_private_disclosure,True,1.0,74,1
182,public_profile_search,False,,24,1
182,random_20pct_disclosure,True,2.6989686641633543,34,1
182,price_guided_oracle,True,1.0,54,3
182,full_private_disclosure,True,1.0,77,1
183,public_profile_search,False,,24,1
183,random_20pct_disclosure,True,1.7144625783063208,34,1
183,price_guided_oracle,True,1.0,55,6
183,full_private_disclosure,True,1.0,74,1
184,public_profile_search,False,,24,1
184,random_20pct_disclosure,True,2.0671905212082455,34,1
184,price_guided_oracle,True,1.0,51,3
184,full_private_disclosure,True,1.0,75,1
185,public_profile_search,False,,24,1
185,random_20pct_disclosure,True,1.7019657803958115,34,1
185,price_guided_oracle,True,1.0,47,3
185,full_private_disclosure,True,1.0,76,1
186,public_profile_search,False,,24,1
186,random_20pct_disclosure,True,1.5644917220383554,33,1
186,price_guided_oracle,True,1.0,47,4
186,full_private_disclosure,True,1.0,73,1
187,public_profile_search,False,,24,1
187,random_20pct_disclosure,False,,35,1
187,price_guided_oracle,True,0.9999999999999998,53,4
187,full_private_disclosure,True,1.0,79,1
188,public_profile_search,False,,24,1
188,random_20pct_disclosure,True,2.027172217705,34,1
188,price_guided_oracle,True,1.0000000000000002,54,4
188,full_private_disclosure,True,1.0,75,1
189,public_profile_search,False,,24,1
189,random_20pct_disclosure,True,1.8135825523742977,33,1
189,price_guided_oracle,True,0.9999999999999994,56,4
189,full_private_disclosure,True,1.0,73,1
190,public_profile_search,False,,24,1
190,random_20pct_disclosure,True,1.4663955632978902,33,1
190,price_guided_oracle,True,1.0,51,4
190,full_private_disclosure,True,1.0,73,1
191,public_profile_search,False,,24,1
191,random_20pct_disclosure,True,1.6568845776055359,34,1
191,price_guided_oracle,True,1.0,51,3
191,full_private_disclosure,True,1.0,78,1
192,public_profile_search,False,,24,1
192,random_20pct_disclosure,True,1.6584915016158615,34,1
192,price_guided_oracle,True,1.0,53,4
192,full_private_disclosure,True,1.0,74,1
193,public_profile_search,False,,24,1
193,random_20pct_disclosure,False,,34,1
193,price_guided_oracle,True,1.0,54,3
193,full_private_disclosure,True,1.0,77,1
194,public_profile_search,False,,24,1
194,random_20pct_disclosure,True,1.835536168790432,34,1
194,price_guided_oracle,True,0.9999999999999997,52,4
194,full_private_disclosure,True,1.0,74,1
195,public_profile_search,False,,24,1
195,random_20pct_disclosure,True,1.765377074935536,36,1
195,price_guided_oracle,True,1.0,58,4
195,full_private_disclosure,True,1.0,86,1
196,public_profile_search,False,,24,1
196,random_20pct_disclosure,True,1.8417401694581128,34,1
196,price_guided_oracle,True,1.0,54,4
196,full_private_disclosure,True,1.0,74,1
197,public_profile_search,False,,24,1
197,random_20pct_disclosure,True,1.5427562593872661,35,1
197,price_guided_oracle,True,1.0000000000000002,50,4
197,full_private_disclosure,True,1.0,82,1
198,public_profile_search,False,,24,1
198,random_20pct_disclosure,True,1.7178210651997219,34,1
198,price_guided_oracle,True,0.9999999999999999,50,3
198,full_private_disclosure,True,1.0,78,1
199,public_profile_search,False,,24,1
199,random_20pct_disclosure,True,1.6361099808983652,34,1
199,price_guided_oracle,True,1.0,52,4
199,full_private_disclosure,True,1.0,75,1
200,public_profile_search,False,,24,1
200,random_20pct_disclosure,True,1.9456144706692455,35,1
200,price_guided_oracle,True,1.0,59,4
200,full_private_disclosure,True,1.0,79,1
201,public_profile_search,False,,24,1
201,random_20pct_disclosure,True,2.245784283765078,35,1
201,price_guided_oracle,True,1.0,56,4
201,full_private_disclosure,True,1.0,81,1
202,public_profile_search,False,,24,1
202,random_20pct_disclosure,True,2.2607292992278416,35,1
202,price_guided_oracle,True,1.001980573364732,49,3
202,full_private_disclosure,True,1.0,82,1
203,public_profile_search,False,,24,1
203,random_20pct_disclosure,True,1.7770329083914336,34,1
203,price_guided_oracle,True,1.0,52,4
203,full_private_disclosure,True,1.0,74,1
204,public_profile_search,False,,24,1
204,random_20pct_disclosure,True,1.802508045616617,34,1
204,price_guided_oracle,True,1.0,46,3
204,full_private_disclosure,True,1.0,74,1
205,public_profile_search,False,,24,1
205,random_20pct_disclosure,True,2.2716697151403156,34,1
205,price_guided_oracle,True,0.9999999999999999,53,4
205,full_private_disclosure,True,1.0,76,1
206,public_profile_search,False,,24,1
206,random_20pct_disclosure,False,,34,1
206,price_guided_oracle,True,1.0,48,4
206,full_private_disclosure,True,1.0,75,1
207,public_profile_search,False,,24,1
207,random_20pct_disclosure,True,2.349189405401438,34,1
207,price_guided_oracle,True,1.0,57,3
207,full_private_disclosure,True,1.0,76,1
208,public_profile_search,False,,24,1
208,random_20pct_disclosure,True,1.4750940692186771,33,1
208,price_guided_oracle,True,1.0,49,3
208,full_private_disclosure,True,1.0,72,1
209,public_profile_search,False,,24,1
209,random_20pct_disclosure,True,2.042356484251988,33,1
209,price_guided_oracle,True,1.0,51,4
209,full_private_disclosure,True,1.0,73,1
210,public_profile_search,False,,24,1
210,random_20pct_disclosure,True,2.2286032631929578,35,1
210,price_guided_oracle,True,1.0,55,4
210,full_private_disclosure,True,1.0,81,1
211,public_profile_search,False,,24,1
211,random_20pct_disclosure,True,1.8451613233723647,33,1
211,price_guided_oracle,True,1.0,53,3
211,full_private_disclosure,True,1.0,72,1
212,public_profile_search,False,,24,1
212,random_20pct_disclosure,True,2.706851196492739,34,1
212,price_guided_oracle,True,1.0,50,3
212,full_private_disclosure,True,1.0,77,1
213,public_profile_search,False,,24,1
213,random_20pct_disclosure,True,1.3788623030129281,35,1
213,price_guided_oracle,True,1.0,56,5
213,full_private_disclosure,True,1.0,79,1
214,public_profile_search,False,,24,1
214,random_20pct_disclosure,True,2.371868520750068,35,1
214,price_guided_oracle,True,1.0,54,3
214,full_private_disclosure,True,1.0,81,1
215,public_profile_search,False,,24,1
215,random_20pct_disclosure,True,1.7925338254148608,33,1
215,price_guided_oracle,True,1.0,48,4
215,full_private_disclosure,True,1.0,72,1
216,public_profile_search,False,,24,1
216,random_20pct_disclosure,True,1.9667519094304513,33,1
216,price_guided_oracle,True,1.0000000000000002,50,3
216,full_private_disclosure,True,1.0,72,1
217,public_profile_search,False,,24,1
217,random_20pct_disclosure,True,1.729013317072144,33,1
217,price_guided_oracle,True,1.0,57,4
217,full_private_disclosure,True,1.0,72,1
218,public_profile_search,False,,24,1
218,random_20pct_disclosure,False,,34,1
218,price_guided_oracle,True,1.0,54,3
218,full_private_disclosure,True,1.0,78,1
219,public_profile_search,False,,24,1
219,random_20pct_disclosure,True,1.5499477773025467,34,1
219,price_guided_oracle,True,1.0,51,3
219,full_private_disclosure,True,1.0,75,1
220,public_profile_search,False,,24,1
220,random_20pct_disclosure,True,1.6318897268201968,34,1
220,price_guided_oracle,True,1.0,55,4
220,full_private_disclosure,True,1.0,76,1
221,public_profile_search,False,,24,1
221,random_20pct_disclosure,False,,34,1
221,price_guided_oracle,True,0.9999999999999999,51,3
221,full_private_disclosure,True,1.0,78,1
222,public_profile_search,False,,24,1
222,random_20pct_disclosure,True,2.052417955737095,34,1
222,price_guided_oracle,True,1.0,59,4
222,full_private_disclosure,True,1.0,75,1
223,public_profile_search,False,,24,1
223,random_20pct_disclosure,True,2.2482322393550414,34,1
223,price_guided_oracle,True,1.0,56,4
223,full_private_disclosure,True,1.0,75,1
224,public_profile_search,False,,24,1
224,random_20pct_disclosure,True,2.119579022310846,35,1
224,price_guided_oracle,True,1.0,56,4
224,full_private_disclosure,True,1.0,82,1
225,public_profile_search,False,,24,1
225,random_20pct_disclosure,True,1.8299822725230706,33,1
225,price_guided_oracle,True,1.0,57,4
225,full_private_disclosure,True,1.0,73,1
226,public_profile_search,False,,24,1
226,random_20pct_disclosure,True,1.2597498352490208,35,1
226,price_guided_oracle,True,1.0,54,4
226,full_private_disclosure,True,1.0,80,1
227,public_profile_search,False,,24,1
227,random_20pct_disclosure,True,2.18831461397666,32,1
227,price_guided_oracle,True,1.0000000000000002,49,3
227,full_private_disclosure,True,1.0,67,1
228,public_profile_search,False,,24,1
228,random_20pct_disclosure,True,1.3135827721381335,33,1
228,price_guided_oracle,True,1.000000000000002,51,3
228,full_private_disclosure,True,1.0,73,1
229,public_profile_search,False,,24,1
229,random_20pct_disclosure,True,1.9086117372698348,32,1
229,price_guided_oracle,True,1.0000000000000018,52,4
229,full_private_disclosure,True,1.0,68,1
230,public_profile_search,False,,24,1
230,random_20pct_disclosure,True,2.0819661533151876,34,1
230,price_guided_oracle,True,1.0,61,4
230,full_private_disclosure,True,1.0,75,1
231,public_profile_search,False,,24,1
231,random_20pct_disclosure,True,2.415306146702005,34,1
231,price_guided_oracle,True,1.0,54,4
231,full_private_disclosure,True,1.0,74,1
232,public_profile_search,False,,24,1
232,random_20pct_disclosure,True,2.44653604533583,35,1
232,price_guided_oracle,True,1.0,48,3
232,full_private_disclosure,True,1.0,80,1
233,public_profile_search,False,,24,1
233,random_20pct_disclosure,True,1.951784318754529,34,1
233,price_guided_oracle,True,1.0,50,3
233,full_private_disclosure,True,1.0,76,1
234,public_profile_search,False,,24,1
234,random_20pct_disclosure,False,,34,1
234,price_guided_oracle,True,0.9999999999999999,54,3
234,full_private_disclosure,True,1.0,77,1
235,public_profile_search,False,,24,1
235,random_20pct_disclosure,True,1.5368909916536677,34,1
235,price_guided_oracle,True,1.0,57,4
235,full_private_disclosure,True,1.0,76,1
236,public_profile_search,False,,24,1
236,random_20pct_disclosure,True,1.8624044436112774,34,1
236,price_guided_oracle,True,1.0,55,4
236,full_private_disclosure,True,1.0,76,1
237,public_profile_search,False,,24,1
237,random_20pct_disclosure,True,1.669751460966634,35,1
237,price_guided_oracle,True,1.0,54,3
237,full_private_disclosure,True,1.0,80,1
238,public_profile_search,False,,24,1
238,random_20pct_disclosure,True,1.500226598507168,35,1
238,price_guided_oracle,True,1.0,55,4
238,full_private_disclosure,True,1.0,80,1
239,public_profile_search,False,,24,1
239,random_20pct_disclosure,True,1.0218675866080225,35,1
239,price_guided_oracle,True,1.0,56,4
239,full_private_disclosure,True,1.0,80,1
240,public_profile_search,False,,24,1
240,random_20pct_disclosure,True,1.5349951627388199,33,1
240,price_guided_oracle,True,1.0,52,3
240,full_private_disclosure,True,1.0,69,1
241,public_profile_search,False,,24,1
241,random_20pct_disclosure,True,1.4904746730714842,35,1
241,price_guided_oracle,True,1.0,52,4
241,full_private_disclosure,True,1.0,80,1
242,public_profile_search,False,,24,1
242,random_20pct_disclosure,True,3.0685940762553034,33,1
242,price_guided_oracle,True,1.0,55,4
242,full_private_disclosure,True,1.0,72,1
243,public_profile_search,False,,24,1
243,random_20pct_disclosure,True,1.31996910578226,33,1
243,price_guided_oracle,True,1.0,52,5
243,full_private_disclosure,True,1.0,73,1
244,public_profile_search,False,,24,1
244,random_20pct_disclosure,True,2.2110789073593664,34,1
244,price_guided_oracle,True,1.0,54,4
244,full_private_disclosure,True,1.0,76,1
245,public_profile_search,False,,24,1
245,random_20pct_disclosure,True,1.46551141588444,34,1
245,price_guided_oracle,True,1.0,52,4
245,full_private_disclosure,True,1.0,74,1
246,public_profile_search,False,,24,1
246,random_20pct_disclosure,True,2.4571033465911194,32,1
246,price_guided_oracle,True,1.0,55,4
246,full_private_disclosure,True,1.0,68,1
247,public_profile_search,False,,24,1
247,random_20pct_disclosure,True,1.568086251818088,34,1
247,price_guided_oracle,True,0.9999999999999996,54,3
247,full_private_disclosure,True,1.0,76,1
248,public_profile_search,False,,24,1
248,random_20pct_disclosure,True,2.7242306713301034,34,1
248,price_guided_oracle,True,1.0,48,3
248,full_private_disclosure,True,1.0,78,1
249,public_profile_search,False,,24,1
249,random_20pct_disclosure,True,1.768713026801696,33,1
249,price_guided_oracle,True,1.0,52,3
249,full_private_disclosure,True,1.0,71,1
250,public_profile_search,False,,24,1
250,random_20pct_disclosure,True,1.615571218163054,34,1
250,price_guided_oracle,True,1.0,49,3
250,full_private_disclosure,True,1.0,76,1
251,public_profile_search,False,,24,1
251,random_20pct_disclosure,True,1.8530826215054077,34,1
251,price_guided_oracle,True,0.9999999999999999,53,4
251,full_private_disclosure,True,1.0,75,1
252,public_profile_search,False,,24,1
252,random_20pct_disclosure,True,1.6508755164342626,33,1
252,price_guided_oracle,True,1.0,50,4
252,full_private_disclosure,True,1.0,73,1
253,public_profile_search,False,,24,1
253,random_20pct_disclosure,True,1.658638053506098,32,1
253,price_guided_oracle,True,1.0007428359710437,49,3
253,full_private_disclosure,True,1.0,66,1
254,public_profile_search,False,,24,1
254,random_20pct_disclosure,True,1.664504282116812,34,1
254,price_guided_oracle,True,0.9999999999999999,50,3
254,full_private_disclosure,True,1.0,76,1
255,public_profile_search,False,,24,1
255,random_20pct_disclosure,True,1.4645152985489054,35,1
255,price_guided_oracle,True,1.0,55,4
255,full_private_disclosure,True,1.0,81,1
256,public_profile_search,False,,24,1
256,random_20pct_disclosure,True,2.1793873042992544,35,1
256,price_guided_oracle,True,1.0,58,4
256,full_private_disclosure,True,1.0,83,1
257,public_profile_search,False,,24,1
257,random_20pct_disclosure,True,1.5088798087227215,34,1
257,price_guided_oracle,True,1.0,57,5
257,full_private_disclosure,True,1.0,75,1
258,public_profile_search,False,,24,1
258,random_20pct_disclosure,True,1.3824715098658165,35,1
258,price_guided_oracle,True,1.0,51,3
258,full_private_disclosure,True,1.0,81,1
259,public_profile_search,False,,24,1
259,random_20pct_disclosure,True,2.0452841491385647,33,1
259,price_guided_oracle,True,1.0,49,3
259,full_private_disclosure,True,1.0,70,1
260,public_profile_search,False,,24,1
260,random_20pct_disclosure,True,3.038880284784012,33,1
260,price_guided_oracle,True,1.0,49,4
260,full_private_disclosure,True,1.0,73,1
261,public_profile_search,False,,24,1
261,random_20pct_disclosure,True,1.7343116935184426,33,1
261,price_guided_oracle,True,1.0,52,3
261,full_private_disclosure,True,1.0,71,1
262,public_profile_search,False,,24,1
262,random_20pct_disclosure,True,2.3109554391756273,33,1
262,price_guided_oracle,True,0.9999999999999994,50,3
262,full_private_disclosure,True,1.0,69,1
263,public_profile_search,False,,24,1
263,random_20pct_disclosure,True,1.9623498873756031,35,1
263,price_guided_oracle,True,0.9999999999999994,56,3
263,full_private_disclosure,True,1.0,80,1
264,public_profile_search,False,,24,1
264,random_20pct_disclosure,True,1.490525212834293,34,1
264,price_guided_oracle,True,1.0,48,3
264,full_private_disclosure,True,1.0,77,1
265,public_profile_search,False,,24,1
265,random_20pct_disclosure,True,1.725823522894471,34,1
265,price_guided_oracle,True,1.0,59,5
265,full_private_disclosure,True,1.0,76,1
266,public_profile_search,False,,24,1
266,random_20pct_disclosure,True,1.98110955224191,34,1
266,price_guided_oracle,True,1.0,55,4
266,full_private_disclosure,True,1.0,78,1
267,public_profile_search,False,,24,1
267,random_20pct_disclosure,True,2.084154460175661,33,1
267,price_guided_oracle,True,1.0000000000000002,51,3
267,full_private_disclosure,True,1.0,73,1
268,public_profile_search,False,,24,1
268,random_20pct_disclosure,True,1.3828091820941015,33,1
268,price_guided_oracle,True,1.0,53,4
268,full_private_disclosure,True,1.0,69,1
269,public_profile_search,False,,24,1
269,random_20pct_disclosure,True,1.6121924179148985,35,1
269,price_guided_oracle,True,1.0000000000000007,50,4
269,full_private_disclosure,True,1.0,79,1
270,public_profile_search,False,,24,1
270,random_20pct_disclosure,False,,33,1
270,price_guided_oracle,True,1.0,51,4
270,full_private_disclosure,True,1.0,70,1
271,public_profile_search,False,,24,1
271,random_20pct_disclosure,True,2.144200931501957,35,1
271,price_guided_oracle,True,1.0,55,4
271,full_private_disclosure,True,1.0,80,1
272,public_profile_search,False,,24,1
272,random_20pct_disclosure,True,1.8008463650490922,34,1
272,price_guided_oracle,True,1.0,56,4
272,full_private_disclosure,True,1.0,74,1
273,public_profile_search,False,,24,1
273,random_20pct_disclosure,True,1.9648076364734677,35,1
273,price_guided_oracle,True,1.0,53,3
273,full_private_disclosure,True,1.0,81,1
274,public_profile_search,False,,24,1
274,random_20pct_disclosure,True,1.5318872852167058,34,1
274,price_guided_oracle,True,1.0,55,4
274,full_private_disclosure,True,1.0,74,1
275,public_profile_search,False,,24,1
275,random_20pct_disclosure,True,2.2600926176921665,34,1
275,price_guided_oracle,True,0.9999999999999997,59,3
275,full_private_disclosure,True,1.0,74,1
276,public_profile_search,False,,24,1
276,random_20pct_disclosure,True,1.476836398433555,33,1
276,price_guided_oracle,True,1.0,54,4
276,full_private_disclosure,True,1.0,72,1
277,public_profile_search,False,,24,1
277,random_20pct_disclosure,True,1.6507302060062854,34,1
277,price_guided_oracle,True,1.0,49,4
277,full_private_disclosure,True,1.0,75,1
278,public_profile_search,False,,24,1
278,random_20pct_disclosure,True,1.160206847251581,34,1
278,price_guided_oracle,True,1.0,52,4
278,full_private_disclosure,True,1.0,78,1
279,public_profile_search,False,,24,1
279,random_20pct_disclosure,True,1.5721844300251668,33,1
279,price_guided_oracle,True,1.0,52,3
279,full_private_disclosure,True,1.0,72,1
280,public_profile_search,False,,24,1
280,random_20pct_disclosure,True,2.011648902193655,33,1
280,price_guided_oracle,True,1.0000000000000004,44,3
280,full_private_disclosure,True,1.0,70,1
281,public_profile_search,False,,24,1
281,random_20pct_disclosure,True,2.415855585374174,33,1
281,price_guided_oracle,True,1.0,51,4
281,full_private_disclosure,True,1.0,73,1
282,public_profile_search,False,,24,1
282,random_20pct_disclosure,True,1.9792360002544642,35,1
282,price_guided_oracle,True,1.0,55,5
282,full_private_disclosure,True,1.0,79,1
283,public_profile_search,False,,24,1
283,random_20pct_disclosure,True,2.048869469416258,33,1
283,price_guided_oracle,True,1.0,54,5
283,full_private_disclosure,True,1.0,72,1
284,public_profile_search,False,,24,1
284,random_20pct_disclosure,True,1.7041575664443538,34,1
284,price_guided_oracle,True,0.9999999999999997,51,4
284,full_private_disclosure,True,1.0,77,1
285,public_profile_search,True,2.563066648358419,24,1
285,random_20pct_disclosure,True,1.4192338297950482,34,1
285,price_guided_oracle,True,1.0,51,4
285,full_private_disclosure,True,1.0,75,1
286,public_profile_search,False,,24,1
286,random_20pct_disclosure,True,2.57989273315295,35,1
286,price_guided_oracle,True,0.9999999999999992,58,4
286,full_private_disclosure,True,1.0,80,1
287,public_profile_search,False,,24,1
287,random_20pct_disclosure,True,1.673455284484754,34,1
287,price_guided_oracle,True,1.0000000000000004,54,3
287,full_private_disclosure,True,1.0,75,1
288,public_profile_search,False,,24,1
288,random_20pct_disclosure,True,2.249771262074867,34,1
288,price_guided_oracle,True,1.0,55,3
288,full_private_disclosure,True,1.0,76,1
289,public_profile_search,False,,24,1
289,random_20pct_disclosure,True,1.5371274110856838,32,1
289,price_guided_oracle,True,1.0,51,4
289,full_private_disclosure,True,1.0,66,1
290,public_profile_search,False,,24,1
290,random_20pct_disclosure,True,2.332545451330182,33,1
290,price_guided_oracle,True,0.9999999999999999,49,3
290,full_private_disclosure,True,1.0,73,1
291,public_profile_search,False,,24,1
291,random_20pct_disclosure,True,1.8815956029430738,33,1
291,price_guided_oracle,True,1.0,52,4
291,full_private_disclosure,True,1.0,72,1
292,public_profile_search,False,,24,1
292,random_20pct_disclosure,True,2.0009963043768497,34,1
292,price_guided_oracle,True,1.0,50,3
292,full_private_disclosure,True,1.0,75,1
293,public_profile_search,False,,24,1
293,random_20pct_disclosure,True,1.4146592795952402,34,1
293,price_guided_oracle,True,1.0,58,5
293,full_private_disclosure,True,1.0,77,1
294,public_profile_search,False,,24,1
294,random_20pct_disclosure,True,1.2487064585183256,34,1
294,price_guided_oracle,True,1.0,58,5
294,full_private_disclosure,True,1.0,74,1
295,public_profile_search,False,,24,1
295,random_20pct_disclosure,True,2.170984051460369,33,1
295,price_guided_oracle,True,1.0,48,4
295,full_private_disclosure,True,1.0,70,1
296,public_profile_search,False,,24,1
296,random_20pct_disclosure,False,,33,1
296,price_guided_oracle,True,1.0,50,4
296,full_private_disclosure,True,1.0,73,1
297,public_profile_search,False,,24,1
297,random_20pct_disclosure,True,1.4574222487976405,34,1
297,price_guided_oracle,True,1.0000000000000002,53,4
297,full_private_disclosure,True,1.0,76,1
298,public_profile_search,False,,24,1
298,random_20pct_disclosure,True,2.3306160289517854,34,1
298,price_guided_oracle,True,1.0,53,3
298,full_private_disclosure,True,1.0,74,1
299,public_profile_search,False,,24,1
299,random_20pct_disclosure,True,1.8648325991653107,33,1
299,price_guided_oracle,True,1.0,50,4
299,full_private_disclosure,True,1.0,70,1
